Using options:
0804A954: warning: Unable to resolve imported reference !__gmon_start__.
  at Reko.Core.Expressions.Application.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcf040 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x00c18> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitBranch (Reko.Core.Code.Branch branch) <0x40bce030 + 0x00088> in <filename unknown>:0 
  at Reko.Core.Code.Branch.Accept (InstructionVisitor v) <0x40b65010 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F6667: error: An error occurred while processing the statement Mem66[(edx_60 << 0x00000004) - edx_60 + 0x081B2144:word32] = dwArg08.
    Not handling (ptr (struct (81B2144 T_278937 t81B2144))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F6681: error: An error occurred while processing the statement Mem74[(edx_68 << 0x00000004) - edx_68 + 0x081B2148:word32] = dwArg0C.
    Not handling (ptr (struct (81B2148 T_278946 t81B2148))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F669B: error: An error occurred while processing the statement Mem82[(edx_76 << 0x00000004) - edx_76 + 0x081B214C:word32] = dwArg10.
    Not handling (ptr (struct (81B214C T_278955 t81B214C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F66B5: error: An error occurred while processing the statement Mem90[(edx_84 << 0x00000004) - edx_84 + 0x081B2150:word32] = dwArg14.
    Not handling (ptr (struct (81B2150 T_278964 t81B2150))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F664D: error: An error occurred while processing the statement Mem227[eax_218 * 0x00000040 - eax_218 * 0x00000004 + 0x081B2140:word32] = dwArg04.
    Not handling (ptr (struct (81B2140 T_278996 t81B2140))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F6730: error: An error occurred while processing the statement Mem125[(edx_120 << 0x00000004) - edx_120 + 0x081B216C:word32] = eax_115.
    Not handling (ptr (struct (81B216C T_279027 t81B216C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F6757: error: An error occurred while processing the statement Mem137[(edx_132 << 0x00000004) - edx_132 + 0x081B2170:word32] = 0x00000080.
    Not handling (ptr (struct (81B2170 T_279043 t81B2170))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F6771: error: An error occurred while processing the statement Mem144[(edx_139 << 0x00000004) - edx_139 + 0x081B2174:word32] = dwArg2C.
    Not handling (ptr (struct (81B2174 T_279052 t81B2174))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F678B: error: An error occurred while processing the statement Mem153[(edx_146 << 0x00000004) - edx_146 + 0x081B2178:word32] = dwArg30.
    Not handling (ptr (struct (81B2178 T_279061 t81B2178))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F67C6: error: An error occurred while processing the statement Mem171[(edx_167 << 0x00000004) - edx_167 + 0x081B2168:word32] = UC_Register_with_LYCharSets(gs, dwLoc0C_193, dwArg04, dwArg08, 0x00000080).
    Not handling (ptr (struct (81B2168 T_279074 t81B2168))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F67E0: error: An error occurred while processing the statement Mem178[(edx_173 << 0x00000004) - edx_173 + 0x081B2164:word32] = 0x00000000.
    Not handling (ptr (struct (81B2164 T_279084 t81B2164))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F69BE: error: An error occurred while processing the statement branch strcmp(Mem0[(edx_71 << 0x00000004) - edx_71 + 0x081B2140:word32], dwArg04) == 0x00000000 l080F6A15.
    Not handling (ptr (struct (81B2140 T_279231 t81B2140))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitApplication (Reko.Core.Expressions.Application appl, Reko.Core.Types.TypeVariable tv) <0x40bcf090 + 0x000ef> in <filename unknown>:0 
  at Reko.Core.Expressions.Application.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcf040 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x00c18> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitBranch (Reko.Core.Code.Branch branch) <0x40bce030 + 0x00088> in <filename unknown>:0 
  at Reko.Core.Code.Branch.Accept (InstructionVisitor v) <0x40b65010 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
0811075E: error: An error occurred while processing the statement word32 eax_626 = eax_119 - dwArg04.
    Pulling difference (ptr (struct (0 T_331921 t0000))) and size_t
      at Reko.Core.Expressions.ExpressionTypeAscenderBase.PullDiffDataType (Reko.Core.Types.DataType dtLeft, Reko.Core.Types.DataType dtRight) <0x40bb8b50 + 0x001ef> in <filename unknown>:0 
  at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp) <0x40bb8480 + 0x000eb> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T] (ExpressionVisitor`1 v) <0x40b256e0 + 0x00030> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitDeclaration (Reko.Core.Code.Declaration decl) <0x40bcc5e0 + 0x0004a> in <filename unknown>:0 
  at Reko.Core.Code.Declaration.Accept (InstructionVisitor v) <0x40bc0ac0 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
081351EA: error: An error occurred while processing the statement memcpy(fp - 0x0000040C + strlen(fp - 0x0000040C), 0x0818EC97, 0x00000002).
    Not handling ptr32 and (union (int32 u1) (ptr32 u0)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitApplication (Reko.Core.Expressions.Application appl, Reko.Core.Types.TypeVariable tv) <0x40bcf090 + 0x000ef> in <filename unknown>:0 
  at Reko.Core.Expressions.Application.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcf040 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x00c3d> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitApplication (Reko.Core.Expressions.Application appl, Reko.Core.Types.TypeVariable tv) <0x40bcf090 + 0x000ef> in <filename unknown>:0 
  at Reko.Core.Expressions.Application.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcf040 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitSideEffect (Reko.Core.Code.SideEffect side) <0x40bcef80 + 0x0007c> in <filename unknown>:0 
  at Reko.Core.Code.SideEffect.Accept (InstructionVisitor v) <0x40b65d90 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
editor_can_position: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
LYFindInCloset: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
